State	Year	Election Type	County	Office	Candidate	Party	Votes
Colorado	2014	P	Lincoln	United States Representative - District 4	Vic Meyers	Democratic Party	127
Colorado	2014	P	Logan	United States Representative - District 4	Vic Meyers	Democratic Party	587
Colorado	2014	P	Morgan	United States Representative - District 4	Vic Meyers	Democratic Party	718
Colorado	2014	P	Otero	United States Representative - District 4	Vic Meyers	Democratic Party	772
Colorado	2014	P	Phillips	United States Representative - District 4	Vic Meyers	Democratic Party	126
Colorado	2014	P	Prowers	United States Representative - District 4	Vic Meyers	Democratic Party	303
Colorado	2014	P	Sedgwick	United States Representative - District 4	Vic Meyers	Democratic Party	89
Colorado	2014	P	Washington	United States Representative - District 4	Vic Meyers	Democratic Party	76
Colorado	2014	P	Weld	United States Representative - District 4	Vic Meyers	Democratic Party	"5,896"
Colorado	2014	P	Yuma	United States Representative - District 4	Vic Meyers	Democratic Party	232
Colorado	2014	P	Adams	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	112
Colorado	2014	P	Arapahoe	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	127
Colorado	2014	P	Baca	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	120
Colorado	2014	P	Bent	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	146
Colorado	2014	P	Boulder	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	795
Colorado	2014	P	Cheyenne	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	161
Colorado	2014	P	Crowley	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	140
Colorado	2014	P	Douglas	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	"3,235"
Colorado	2014	P	Elbert	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	525
Colorado	2014	P	Kiowa	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	45
Colorado	2014	P	Kit Carson	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	290
Colorado	2014	P	Las Animas	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	205
Colorado	2014	P	Lincoln	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	128
Colorado	2014	P	Logan	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	409
Colorado	2014	P	Morgan	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	723
Colorado	2014	P	Otero	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	324
Colorado	2014	P	Phillips	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	119
Colorado	2014	P	Prowers	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	411
Colorado	2014	P	Sedgwick	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	110
Colorado	2014	P	Washington	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	367
Colorado	2014	P	Weld	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	"3,284"
Colorado	2014	P	Yuma	United States Representative - District 4	Barbara J. Kirkmeyer	Republican Party	379
Colorado	2014	P	Adams	United States Representative - District 4	Ken Buck	Republican Party	351
Colorado	2014	P	Arapahoe	United States Representative - District 4	Ken Buck	Republican Party	365
Colorado	2014	P	Baca	United States Representative - District 4	Ken Buck	Republican Party	231
Colorado	2014	P	Bent	United States Representative - District 4	Ken Buck	Republican Party	203
Colorado	2014	P	Boulder	United States Representative - District 4	Ken Buck	Republican Party	"2,946"
Colorado	2014	P	Cheyenne	United States Representative - District 4	Ken Buck	Republican Party	215
Colorado	2014	P	Crowley	United States Representative - District 4	Ken Buck	Republican Party	222
Colorado	2014	P	Douglas	United States Representative - District 4	Ken Buck	Republican Party	"9,077"
Colorado	2014	P	Elbert	United States Representative - District 4	Ken Buck	Republican Party	"1,611"
Colorado	2014	P	Kiowa	United States Representative - District 4	Ken Buck	Republican Party	149
Colorado	2014	P	Kit Carson	United States Representative - District 4	Ken Buck	Republican Party	703
Colorado	2014	P	Las Animas	United States Representative - District 4	Ken Buck	Republican Party	296
Colorado	2014	P	Lincoln	United States Representative - District 4	Ken Buck	Republican Party	469
Colorado	2014	P	Logan	United States Representative - District 4	Ken Buck	Republican Party	"1,124"
Colorado	2014	P	Morgan	United States Representative - District 4	Ken Buck	Republican Party	"1,164"
Colorado	2014	P	Otero	United States Representative - District 4	Ken Buck	Republican Party	645
Colorado	2014	P	Phillips	United States Representative - District 4	Ken Buck	Republican Party	350
Colorado	2014	P	Prowers	United States Representative - District 4	Ken Buck	Republican Party	592
Colorado	2014	P	Sedgwick	United States Representative - District 4	Ken Buck	Republican Party	264
Colorado	2014	P	Washington	United States Representative - District 4	Ken Buck	Republican Party	694
Colorado	2014	P	Weld	United States Representative - District 4	Ken Buck	Republican Party	"10,033"
Colorado	2014	P	Yuma	United States Representative - District 4	Ken Buck	Republican Party	"1,010"
Colorado	2014	P	Adams	United States Representative - District 4	Scott W. Renfroe	Republican Party	170
Colorado	2014	P	Arapahoe	United States Representative - District 4	Scott W. Renfroe	Republican Party	268
Colorado	2014	P	Baca	United States Representative - District 4	Scott W. Renfroe	Republican Party	158
Colorado	2014	P	Bent	United States Representative - District 4	Scott W. Renfroe	Republican Party	107
Colorado	2014	P	Boulder	United States Representative - District 4	Scott W. Renfroe	Republican Party	"1,107"
Colorado	2014	P	Cheyenne	United States Representative - District 4	Scott W. Renfroe	Republican Party	94
Colorado	2014	P	Crowley	United States Representative - District 4	Scott W. Renfroe	Republican Party	153
Colorado	2014	P	Douglas	United States Representative - District 4	Scott W. Renfroe	Republican Party	"4,790"
Colorado	2014	P	Elbert	United States Representative - District 4	Scott W. Renfroe	Republican Party	"1,095"
Colorado	2014	P	Kiowa	United States Representative - District 4	Scott W. Renfroe	Republican Party	58
Colorado	2014	P	Kit Carson	United States Representative - District 4	Scott W. Renfroe	Republican Party	260
Colorado	2014	P	Las Animas	United States Representative - District 4	Scott W. Renfroe	Republican Party	182
Colorado	2014	P	Lincoln	United States Representative - District 4	Scott W. Renfroe	Republican Party	210
Colorado	2014	P	Logan	United States Representative - District 4	Scott W. Renfroe	Republican Party	650
Colorado	2014	P	Morgan	United States Representative - District 4	Scott W. Renfroe	Republican Party	690
Colorado	2014	P	Otero	United States Representative - District 4	Scott W. Renfroe	Republican Party	477
Colorado	2014	P	Phillips	United States Representative - District 4	Scott W. Renfroe	Republican Party	130
Colorado	2014	P	Prowers	United States Representative - District 4	Scott W. Renfroe	Republican Party	245
Colorado	2014	P	Sedgwick	United States Representative - District 4	Scott W. Renfroe	Republican Party	134
Colorado	2014	P	Washington	United States Representative - District 4	Scott W. Renfroe	Republican Party	252
Colorado	2014	P	Weld	United States Representative - District 4	Scott W. Renfroe	Republican Party	"6,173"
Colorado	2014	P	Yuma	United States Representative - District 4	Scott W. Renfroe	Republican Party	319
Colorado	2014	P	Adams	United States Representative - District 4	Steve Laffey	Republican Party	99
Colorado	2014	P	Arapahoe	United States Representative - District 4	Steve Laffey	Republican Party	132
Colorado	2014	P	Baca	United States Representative - District 4	Steve Laffey	Republican Party	95
Colorado	2014	P	Bent	United States Representative - District 4	Steve Laffey	Republican Party	63
Colorado	2014	P	Boulder	United States Representative - District 4	Steve Laffey	Republican Party	"1,342"
Colorado	2014	P	Cheyenne	United States Representative - District 4	Steve Laffey	Republican Party	51
Colorado	2014	P	Crowley	United States Representative - District 4	Steve Laffey	Republican Party	68
Colorado	2014	P	Douglas	United States Representative - District 4	Steve Laffey	Republican Party	"4,201"
Colorado	2014	P	Elbert	United States Representative - District 4	Steve Laffey	Republican Party	637
Colorado	2014	P	Kiowa	United States Representative - District 4	Steve Laffey	Republican Party	32
Colorado	2014	P	Kit Carson	United States Representative - District 4	Steve Laffey	Republican Party	148
Colorado	2014	P	Las Animas	United States Representative - District 4	Steve Laffey	Republican Party	131
Colorado	2014	P	Lincoln	United States Representative - District 4	Steve Laffey	Republican Party	114
Colorado	2014	P	Logan	United States Representative - District 4	Steve Laffey	Republican Party	387
Colorado	2014	P	Morgan	United States Representative - District 4	Steve Laffey	Republican Party	280
Colorado	2014	P	Otero	United States Representative - District 4	Steve Laffey	Republican Party	304
Colorado	2014	P	Phillips	United States Representative - District 4	Steve Laffey	Republican Party	80
Colorado	2014	P	Prowers	United States Representative - District 4	Steve Laffey	Republican Party	374
Colorado	2014	P	Sedgwick	United States Representative - District 4	Steve Laffey	Republican Party	55
Colorado	2014	P	Washington	United States Representative - District 4	Steve Laffey	Republican Party	118
Colorado	2014	P	Weld	United States Representative - District 4	Steve Laffey	Republican Party	"2,593"
Colorado	2014	P	Yuma	United States Representative - District 4	Steve Laffey	Republican Party	129
Colorado	2014	P	Chaffee	United States Representative - District 5	Irv Halter	Democratic Party	842
Colorado	2014	P	El Paso	United States Representative - District 5	Irv Halter	Democratic Party	"13,277"
Colorado	2014	P	Fremont	United States Representative - District 5	Irv Halter	Democratic Party	"1,335"
Colorado	2014	P	Park	United States Representative - District 5	Irv Halter	Democratic Party	255
Colorado	2014	P	Teller	United States Representative - District 5	Irv Halter	Democratic Party	703
Colorado	2014	P	Chaffee	United States Representative - District 5	Bentley Rayburn	Republican Party	852
Colorado	2014	P	El Paso	United States Representative - District 5	Bentley Rayburn	Republican Party	"29,858"
Colorado	2014	P	Fremont	United States Representative - District 5	Bentley Rayburn	Republican Party	"2,225"
Colorado	2014	P	Park	United States Representative - District 5	Bentley Rayburn	Republican Party	498
Colorado	2014	P	Teller	United States Representative - District 5	Bentley Rayburn	Republican Party	"1,534"
Colorado	2014	P	Chaffee	United States Representative - District 5	Doug Lamborn	Republican Party	"1,433"
Colorado	2014	P	El Paso	United States Representative - District 5	Doug Lamborn	Republican Party	"31,507"
Colorado	2014	P	Fremont	United States Representative - District 5	Doug Lamborn	Republican Party	"3,221"
Colorado	2014	P	Park	United States Representative - District 5	Doug Lamborn	Republican Party	732
Colorado	2014	P	Teller	United States Representative - District 5	Doug Lamborn	Republican Party	"1,848"
Colorado	2014	P	Adams	United States Representative - District 6	Andrew Romanoff	Democratic Party	"3,111"
Colorado	2014	P	Arapahoe	United States Representative - District 6	Andrew Romanoff	Democratic Party	"18,160"
Colorado	2014	P	Douglas	United States Representative - District 6	Andrew Romanoff	Democratic Party	"2,996"
Colorado	2014	P	Adams	United States Representative - District 6	Mike Coffman	Republican Party	"4,396"
Colorado	2014	P	Arapahoe	United States Representative - District 6	Mike Coffman	Republican Party	"30,918"
Colorado	2014	P	Douglas	United States Representative - District 6	Mike Coffman	Republican Party	"8,423"
Colorado	2014	P	Adams	United States Representative - District 7	"Douglas ""Dayhorse"" Campbell"	American Constitution Party	53
Colorado	2014	P	Jefferson	United States Representative - District 7	"Douglas ""Dayhorse"" Campbell"	American Constitution Party	74
Colorado	2014	P	Adams	United States Representative - District 7	Ed Perlmutter	Democratic Party	"11,682"
Colorado	2014	P	Jefferson	United States Representative - District 7	Ed Perlmutter	Democratic Party	"18,977"
Colorado	2014	P	Adams	United States Representative - District 7	Don Ytterberg	Republican Party	"10,152"
Colorado	2014	P	Jefferson	United States Representative - District 7	Don Ytterberg	Republican Party	"24,665"
Colorado	2014	P	Adams	United States Senator	Mark Udall	Democratic Party	"15,471"
Colorado	2014	P	Alamosa	United States Senator	Mark Udall	Democratic Party	756
Colorado	2014	P	Arapahoe	United States Senator	Mark Udall	Democratic Party	"21,939"
Colorado	2014	P	Archuleta	United States Senator	Mark Udall	Democratic Party	533
Colorado	2014	P	Baca	United States Senator	Mark Udall	Democratic Party	246
Colorado	2014	P	Bent	United States Senator	Mark Udall	Democratic Party	253
Colorado	2014	P	Boulder	United States Senator	Mark Udall	Democratic Party	"21,325"
Colorado	2014	P	Broomfield	United States Senator	Mark Udall	Democratic Party	"2,751"
Colorado	2014	P	Chaffee	United States Senator	Mark Udall	Democratic Party	"1,077"
Colorado	2014	P	Cheyenne	United States Senator	Mark Udall	Democratic Party	45
Colorado	2014	P	Clear Creek	United States Senator	Mark Udall	Democratic Party	565
Colorado	2014	P	Conejos	United States Senator	Mark Udall	Democratic Party	775
Colorado	2014	P	Costilla	United States Senator	Mark Udall	Democratic Party	789
Colorado	2014	P	Crowley	United States Senator	Mark Udall	Democratic Party	152
Colorado	2014	P	Custer	United States Senator	Mark Udall	Democratic Party	175
Colorado	2014	P	Delta	United States Senator	Mark Udall	Democratic Party	928
Colorado	2014	P	Denver	United States Senator	Mark Udall	Democratic Party	"38,044"
Colorado	2014	P	Dolores	United States Senator	Mark Udall	Democratic Party	99
Colorado	2014	P	Douglas	United States Senator	Mark Udall	Democratic Party	"8,262"
Colorado	2014	P	Eagle	United States Senator	Mark Udall	Democratic Party	"1,526"
Colorado	2014	P	El Paso	United States Senator	Mark Udall	Democratic Party	"15,543"
Colorado	2014	P	Elbert	United States Senator	Mark Udall	Democratic Party	559
Colorado	2014	P	Fremont	United States Senator	Mark Udall	Democratic Party	"1,431"
Colorado	2014	P	Garfield	United States Senator	Mark Udall	Democratic Party	"1,550"
Colorado	2014	P	Gilpin	United States Senator	Mark Udall	Democratic Party	282
Colorado	2014	P	Grand	United States Senator	Mark Udall	Democratic Party	519
Colorado	2014	P	Gunnison	United States Senator	Mark Udall	Democratic Party	745
Colorado	2014	P	Hinsdale	United States Senator	Mark Udall	Democratic Party	34
Colorado	2014	P	Huerfano	United States Senator	Mark Udall	Democratic Party	878
Colorado	2014	P	Jackson	United States Senator	Mark Udall	Democratic Party	41
Colorado	2014	P	Jefferson	United States Senator	Mark Udall	Democratic Party	"25,386"
Colorado	2014	P	Kiowa	United States Senator	Mark Udall	Democratic Party	53
Colorado	2014	P	Kit Carson	United States Senator	Mark Udall	Democratic Party	189
Colorado	2014	P	La Plata	United States Senator	Mark Udall	Democratic Party	"2,362"
Colorado	2014	P	Lake	United States Senator	Mark Udall	Democratic Party	533
Colorado	2014	P	Larimer	United States Senator	Mark Udall	Democratic Party	"13,519"
Colorado	2014	P	Las Animas	United States Senator	Mark Udall	Democratic Party	"1,306"
Colorado	2014	P	Lincoln	United States Senator	Mark Udall	Democratic Party	128
Colorado	2014	P	Logan	United States Senator	Mark Udall	Democratic Party	625
Colorado	2014	P	Mesa	United States Senator	Mark Udall	Democratic Party	"4,677"
Colorado	2014	P	Mineral	United States Senator	Mark Udall	Democratic Party	110
Colorado	2014	P	Moffat	United States Senator	Mark Udall	Democratic Party	216
Colorado	2014	P	Montezuma	United States Senator	Mark Udall	Democratic Party	838
Colorado	2014	P	Montrose	United States Senator	Mark Udall	Democratic Party	"1,222"
Colorado	2014	P	Morgan	United States Senator	Mark Udall	Democratic Party	788
Colorado	2014	P	Otero	United States Senator	Mark Udall	Democratic Party	842
Colorado	2014	P	Ouray	United States Senator	Mark Udall	Democratic Party	288
Colorado	2014	P	Park	United States Senator	Mark Udall	Democratic Party	566
Colorado	2014	P	Phillips	United States Senator	Mark Udall	Democratic Party	135
Colorado	2014	P	Pitkin	United States Senator	Mark Udall	Democratic Party	826
Colorado	2014	P	Prowers	United States Senator	Mark Udall	Democratic Party	325
Colorado	2014	P	Pueblo	United States Senator	Mark Udall	Democratic Party	"10,491"
Colorado	2014	P	Rio Blanco	United States Senator	Mark Udall	Democratic Party	93
Colorado	2014	P	Rio Grande	United States Senator	Mark Udall	Democratic Party	657
Colorado	2014	P	Routt	United States Senator	Mark Udall	Democratic Party	832
Colorado	2014	P	Saguache	United States Senator	Mark Udall	Democratic Party	509
Colorado	2014	P	San Juan	United States Senator	Mark Udall	Democratic Party	42
Colorado	2014	P	San Miguel	United States Senator	Mark Udall	Democratic Party	336
Colorado	2014	P	Sedgwick	United States Senator	Mark Udall	Democratic Party	95
Colorado	2014	P	Summit	United States Senator	Mark Udall	Democratic Party	957
Colorado	2014	P	Teller	United States Senator	Mark Udall	Democratic Party	757
Colorado	2014	P	Washington	United States Senator	Mark Udall	Democratic Party	96
Colorado	2014	P	Weld	United States Senator	Mark Udall	Democratic Party	"6,400"
Colorado	2014	P	Yuma	United States Senator	Mark Udall	Democratic Party	254
Colorado	2014	P	Adams	United States Senator	Cory Gardner	Republican Party	"16,121"
Colorado	2014	P	Alamosa	United States Senator	Cory Gardner	Republican Party	763
Colorado	2014	P	Arapahoe	United States Senator	Cory Gardner	Republican Party	"33,228"
Colorado	2014	P	Archuleta	United States Senator	Cory Gardner	Republican Party	"1,627"
Colorado	2014	P	Baca	United States Senator	Cory Gardner	Republican Party	544
Colorado	2014	P	Bent	United States Senator	Cory Gardner	Republican Party	482
Colorado	2014	P	Boulder	United States Senator	Cory Gardner	Republican Party	"12,588"
Colorado	2014	P	Broomfield	United States Senator	Cory Gardner	Republican Party	"4,206"
Colorado	2014	P	Chaffee	United States Senator	Cory Gardner	Republican Party	"1,828"
Colorado	2014	P	Cheyenne	United States Senator	Cory Gardner	Republican Party	480
Colorado	2014	P	Clear Creek	United States Senator	Cory Gardner	Republican Party	660
Colorado	2014	P	Conejos	United States Senator	Cory Gardner	Republican Party	524
Colorado	2014	P	Costilla	United States Senator	Cory Gardner	Republican Party	120
Colorado	2014	P	Crowley	United States Senator	Cory Gardner	Republican Party	513
Colorado	2014	P	Custer	United States Senator	Cory Gardner	Republican Party	"1,129"
Colorado	2014	P	Delta	United States Senator	Cory Gardner	Republican Party	"3,212"
Colorado	2014	P	Denver	United States Senator	Cory Gardner	Republican Party	"16,079"
Colorado	2014	P	Dolores	United States Senator	Cory Gardner	Republican Party	208
Colorado	2014	P	Douglas	United States Senator	Cory Gardner	Republican Party	"28,331"
Colorado	2014	P	Eagle	United States Senator	Cory Gardner	Republican Party	"1,731"
Colorado	2014	P	El Paso	United States Senator	Cory Gardner	Republican Party	"53,265"
Colorado	2014	P	Elbert	United States Senator	Cory Gardner	Republican Party	"3,612"
Colorado	2014	P	Fremont	United States Senator	Cory Gardner	Republican Party	"4,677"
Colorado	2014	P	Garfield	United States Senator	Cory Gardner	Republican Party	"2,765"
Colorado	2014	P	Gilpin	United States Senator	Cory Gardner	Republican Party	458
Colorado	2014	P	Grand	United States Senator	Cory Gardner	Republican Party	"1,558"
Colorado	2014	P	Gunnison	United States Senator	Cory Gardner	Republican Party	689
Colorado	2014	P	Hinsdale	United States Senator	Cory Gardner	Republican Party	158
Colorado	2014	P	Huerfano	United States Senator	Cory Gardner	Republican Party	500
Colorado	2014	P	Jackson	United States Senator	Cory Gardner	Republican Party	314
Colorado	2014	P	Jefferson	United States Senator	Cory Gardner	Republican Party	"40,980"
Colorado	2014	P	Kiowa	United States Senator	Cory Gardner	Republican Party	259
Colorado	2014	P	Kit Carson	United States Senator	Cory Gardner	Republican Party	"1,316"
Colorado	2014	P	La Plata	United States Senator	Cory Gardner	Republican Party	"2,865"
Colorado	2014	P	Lake	United States Senator	Cory Gardner	Republican Party	249
Colorado	2014	P	Larimer	United States Senator	Cory Gardner	Republican Party	"24,098"
Colorado	2014	P	Las Animas	United States Senator	Cory Gardner	Republican Party	733
Colorado	2014	P	Lincoln	United States Senator	Cory Gardner	Republican Party	837
Colorado	2014	P	Logan	United States Senator	Cory Gardner	Republican Party	"2,225"
Colorado	2014	P	Mesa	United States Senator	Cory Gardner	Republican Party	"13,831"
Colorado	2014	P	Mineral	United States Senator	Cory Gardner	Republican Party	92
Colorado	2014	P	Moffat	United States Senator	Cory Gardner	Republican Party	"1,655"
Colorado	2014	P	Montezuma	United States Senator	Cory Gardner	Republican Party	"3,058"
Colorado	2014	P	Montrose	United States Senator	Cory Gardner	Republican Party	"4,203"
Colorado	2014	P	Morgan	United States Senator	Cory Gardner	Republican Party	"2,623"
Colorado	2014	P	Otero	United States Senator	Cory Gardner	Republican Party	"1,560"
Colorado	2014	P	Ouray	United States Senator	Cory Gardner	Republican Party	457
Colorado	2014	P	Park	United States Senator	Cory Gardner	Republican Party	"2,034"
Colorado	2014	P	Phillips	United States Senator	Cory Gardner	Republican Party	637
Colorado	2014	P	Pitkin	United States Senator	Cory Gardner	Republican Party	439
Colorado	2014	P	Prowers	United States Senator	Cory Gardner	Republican Party	"1,413"
Colorado	2014	P	Pueblo	United States Senator	Cory Gardner	Republican Party	"8,534"
Colorado	2014	P	Rio Blanco	United States Senator	Cory Gardner	Republican Party	"1,204"
Colorado	2014	P	Rio Grande	United States Senator	Cory Gardner	Republican Party	"1,196"
Colorado	2014	P	Routt	United States Senator	Cory Gardner	Republican Party	"1,258"
Colorado	2014	P	Saguache	United States Senator	Cory Gardner	Republican Party	311
Colorado	2014	P	San Juan	United States Senator	Cory Gardner	Republican Party	25
Colorado	2014	P	San Miguel	United States Senator	Cory Gardner	Republican Party	199
Colorado	2014	P	Sedgwick	United States Senator	Cory Gardner	Republican Party	482
Colorado	2014	P	Summit	United States Senator	Cory Gardner	Republican Party	"1,022"
Colorado	2014	P	Teller	United States Senator	Cory Gardner	Republican Party	"2,904"
Colorado	2014	P	Washington	United States Senator	Cory Gardner	Republican Party	"1,404"
Colorado	2014	P	Weld	United States Senator	Cory Gardner	Republican Party	"20,010"
Colorado	2014	P	Yuma	United States Senator	Cory Gardner	Republican Party	"1,841"
