office,district,party,county,candidate,votes,winner
State Senate,1,Democratic Party,SEDGWICK,Debra Gustafson,112,
State Senate,1,Democratic Party,WASHINGTON,Debra Gustafson,106,
State Senate,1,Democratic Party,WELD,Debra Gustafson,1279,
State Senate,1,Democratic Party,YUMA,Debra Gustafson,337,
State Senate,1,Republican Party,CHEYENNE,Jerry Sonnenberg,483,
State Senate,1,Republican Party,ELBERT,Jerry Sonnenberg,5232,
State Senate,1,Republican Party,KIT CARSON,Jerry Sonnenberg,1127,
State Senate,1,Republican Party,LINCOLN,Jerry Sonnenberg,823,
State Senate,1,Republican Party,LOGAN,Jerry Sonnenberg,4036,
State Senate,1,Republican Party,MORGAN,Jerry Sonnenberg,3177,
State Senate,1,Republican Party,PHILLIPS,Jerry Sonnenberg,1062,
State Senate,1,Republican Party,SEDGWICK,Jerry Sonnenberg,459,
State Senate,1,Republican Party,WASHINGTON,Jerry Sonnenberg,1344,
State Senate,1,Republican Party,WELD,Jerry Sonnenberg,3952,
State Senate,1,Republican Party,YUMA,Jerry Sonnenberg,2184,
State Senate,2,Democratic Party,CLEAR CREEK,Beth Harz,933,
State Senate,2,Democratic Party,EL PASO,Beth Harz,1749,
State Senate,2,Democratic Party,FREMONT,Beth Harz,2008,
State Senate,2,Democratic Party,PARK,Beth Harz,900,
State Senate,2,Democratic Party,TELLER,Beth Harz,1223,
State Senate,2,Democratic Party,CLEAR CREEK,Dennis Obduskey,303,
State Senate,2,Democratic Party,EL PASO,Dennis Obduskey,649,
State Senate,2,Democratic Party,FREMONT,Dennis Obduskey,646,
State Senate,2,Democratic Party,PARK,Dennis Obduskey,410,
State Senate,2,Democratic Party,TELLER,Dennis Obduskey,375,
State Senate,2,Republican Party,CLEAR CREEK,Dennis Hisey,545,
State Senate,2,Republican Party,EL PASO,Dennis Hisey,4248,
State Senate,2,Republican Party,FREMONT,Dennis Hisey,3751,
State Senate,2,Republican Party,PARK,Dennis Hisey,1736,
State Senate,2,Republican Party,TELLER,Dennis Hisey,2538,
State Senate,2,Republican Party,CLEAR CREEK,Stephanie Luck,346,
State Senate,2,Republican Party,EL PASO,Stephanie Luck,2079,
State Senate,2,Republican Party,FREMONT,Stephanie Luck,3879,
State Senate,2,Republican Party,PARK,Stephanie Luck,1420,
State Senate,2,Republican Party,TELLER,Stephanie Luck,1578,
State Senate,3,Democratic Party,PUEBLO,Leroy M. Garcia,15423,
State Senate,5,Democratic Party,CHAFFEE,Kerry Donovan,2430,
State Senate,5,Democratic Party,DELTA,Kerry Donovan,1995,
State Senate,5,Democratic Party,EAGLE,Kerry Donovan,4583,
State Senate,5,Democratic Party,GUNNISON,Kerry Donovan,1669,
State Senate,5,Democratic Party,HINSDALE,Kerry Donovan,49,
State Senate,5,Democratic Party,LAKE,Kerry Donovan,736,
State Senate,5,Democratic Party,PITKIN,Kerry Donovan,2245,
State Senate,5,Republican Party,CHAFFEE,Olen Lund,1948,
State Senate,5,Republican Party,DELTA,Olen Lund,4126,
State Senate,5,Republican Party,EAGLE,Olen Lund,1908,
State Senate,5,Republican Party,GUNNISON,Olen Lund,874,
State Senate,5,Republican Party,HINSDALE,Olen Lund,164,
State Senate,5,Republican Party,LAKE,Olen Lund,238,
State Senate,5,Republican Party,PITKIN,Olen Lund,538,
State Senate,6,Democratic Party,ARCHULETA,Guinn Unger Jr.,900,
State Senate,6,Democratic Party,DOLORES,Guinn Unger Jr.,117,
State Senate,6,Democratic Party,LA PLATA,Guinn Unger Jr.,4951,
State Senate,6,Democratic Party,MONTEZUMA,Guinn Unger Jr.,1625,
State Senate,6,Democratic Party,MONTROSE,Guinn Unger Jr.,2084,
State Senate,6,Democratic Party,OURAY,Guinn Unger Jr.,641,
State Senate,6,Democratic Party,SAN JUAN,Guinn Unger Jr.,80,
State Senate,6,Democratic Party,SAN MIGUEL,Guinn Unger Jr.,994,
State Senate,6,Republican Party,ARCHULETA,Don Coram,1534,
State Senate,6,Republican Party,DOLORES,Don Coram,469,
State Senate,6,Republican Party,LA PLATA,Don Coram,3359,
State Senate,6,Republican Party,MONTEZUMA,Don Coram,2570,
State Senate,6,Republican Party,MONTROSE,Don Coram,6113,
State Senate,6,Republican Party,OURAY,Don Coram,567,
State Senate,6,Republican Party,SAN JUAN,Don Coram,33,
State Senate,6,Republican Party,SAN MIGUEL,Don Coram,248,
State Senate,7,Democratic Party,MESA,Chris Kennedy,8996,
State Senate,7,Republican Party,MESA,Ray Scott,14361,
State Senate,7,Republican Party,MESA,Dan Thurlow,8054,
State Senate,9,Democratic Party,EL PASO,Gil Armendariz,9751,
State Senate,9,Republican Party,EL PASO,Paul Lundeen,26206,
State Senate,11,Democratic Party,EL PASO,Pete Lee,10499,
State Senate,11,Republican Party,EL PASO,Pat McIntire,7580,
State Senate,13,Democratic Party,WELD,Phil Kelley,7667,
State Senate,13,Republican Party,WELD,John Cooke,10763,
State Senate,15,Democratic Party,LARIMER,Rebecca Cranston,14699,
State Senate,15,Republican Party,LARIMER,Rob Woodward,16023,
State Senate,16,Democratic Party,BOULDER,Tammy Story,1948,
State Senate,16,Democratic Party,DENVER,Tammy Story,3081,
State Senate,16,Democratic Party,GILPIN,Tammy Story,728,
State Senate,16,Democratic Party,JEFFERSON,Tammy Story,12667,
State Senate,16,Republican Party,BOULDER,Tim Neville,561,
State Senate,16,Republican Party,DENVER,Tim Neville,1955,
State Senate,16,Republican Party,GILPIN,Tim Neville,478,
State Senate,16,Republican Party,JEFFERSON,Tim Neville,10002,
State Senate,20,Democratic Party,JEFFERSON,Jessie Danielson,19778,
State Senate,20,Republican Party,JEFFERSON,Christine Jensen,13821,
State Senate,22,Democratic Party,JEFFERSON,Brittany Pettersen,16066,
State Senate,22,Republican Party,JEFFERSON,Tony Sanchez,11440,
State Senate,24,Democratic Party,ADAMS,Faith Winter,14313,
State Senate,24,Republican Party,ADAMS,Beth Martinez Humenik,9401,
State Senate,30,Democratic Party,DOUGLAS,Julia Varnell-Sarjeant,12031,
State Senate,30,Republican Party,DOUGLAS,Chris Holbert,15342,
State Senate,32,Democratic Party,DENVER,Robert Rodriguez,10636,
State Senate,32,Democratic Party,DENVER,Zach Neumann,8616,
State Senate,32,Democratic Party,DENVER,Hazel Gibson,7458,
State Senate,32,Republican Party,DENVER,Mark Calonder,5561,
State Senate,34,Democratic Party,DENVER,Julie Gonzales,14798,
State Senate,34,Democratic Party,DENVER,Alan Kennedy-Shaffer,3821,
State Senate,34,Democratic Party,DENVER,Milo Schwab,4574,
State Senate,34,Republican Party,DENVER,Gordon Alley,2777,
State Representative,1,Democratic Party,DENVER,Susan Lontine,7361,
State Representative,1,Democratic Party,JEFFERSON,Susan Lontine,34,
State Representative,1,Republican Party,DENVER,Alysia Padilla,3025,
State Representative,1,Republican Party,JEFFERSON,Alysia Padilla,29,
State Representative,2,Democratic Party,DENVER,Alec Garnett,16041,
State Representative,3,Democratic Party,ARAPAHOE,Jeff Bridges,8528,
State Representative,3,Republican Party,ARAPAHOE,Toren Mushovic,5578,
State Representative,4,Democratic Party,DENVER,Amy W. Beatie,4346,
State Representative,4,Democratic Party,DENVER,Serena Gonzales-Gutierrez,7706,
State Representative,4,Democratic Party,DENVER,Ed Britt,1182,
State Representative,4,Republican Party,DENVER,"Robert ""Dave"" John",1529,
State Representative,5,Democratic Party,DENVER,Alex Valdez,4666,
State Representative,5,Democratic Party,DENVER,Meghan Nutting,3245,
State Representative,5,Democratic Party,DENVER,Joel Judd,1844,
State Representative,5,Democratic Party,DENVER,Nicky Yollick,1347,
State Representative,5,Republican Party,DENVER,Katherine E. Whitney,1419,
State Representative,6,Democratic Party,DENVER,Chris Hansen,15512,
State Representative,7,Democratic Party,DENVER,James Rashad Coleman,10861,
State Representative,7,Republican Party,DENVER,Jay Frank Kucera,1422,
State Representative,8,Democratic Party,DENVER,Leslie Herod,18699,
State Representative,9,Democratic Party,ARAPAHOE,Ashley Wheeland,455,
State Representative,9,Democratic Party,DENVER,Ashley Wheeland,5556,
State Representative,9,Democratic Party,ARAPAHOE,Emily Sirota,581,
State Representative,9,Democratic Party,DENVER,Emily Sirota,6863,
State Representative,9,Republican Party,ARAPAHOE,Angel Christine Saunders,57,
State Representative,9,Republican Party,DENVER,Angel Christine Saunders,1206,
State Representative,9,Republican Party,ARAPAHOE,Bob Lane,187,
State Representative,9,Republican Party,DENVER,Bob Lane,2740,
State Representative,10,Democratic Party,BOULDER,Edie Hooton,13011,
State Representative,10,Republican Party,BOULDER,Murl S. Hendrickson IV,1658,
State Representative,11,Democratic Party,BOULDER,Jonathan Singer,10863,
State Representative,11,Republican Party,BOULDER,Brian O. Donahue,4943,
State Representative,12,Democratic Party,BOULDER,Sonya Jaquez Lewis,13130,
State Representative,12,Republican Party,BOULDER,David Reid Ross,4052,
State Representative,13,Democratic Party,BOULDER,K.C. Becker,8968,
State Representative,13,Democratic Party,CLEAR CREEK,K.C. Becker,1194,
State Representative,13,Democratic Party,GILPIN,K.C. Becker,722,
State Representative,13,Democratic Party,GRAND,K.C. Becker,1210,
State Representative,13,Democratic Party,JACKSON,K.C. Becker,54,
State Representative,13,Republican Party,BOULDER,Kevin Sipple,983,
State Representative,13,Republican Party,CLEAR CREEK,Kevin Sipple,750,
State Representative,13,Republican Party,GILPIN,Kevin Sipple,451,
State Representative,13,Republican Party,GRAND,Kevin Sipple,1332,
State Representative,13,Republican Party,JACKSON,Kevin Sipple,281,
State Representative,14,Democratic Party,EL PASO,Paul J. Haddick,4320,
State Representative,14,Republican Party,EL PASO,Shane Sandridge,7903,
State Representative,14,Republican Party,EL PASO,Kanda Calef,4893,
State Representative,15,Democratic Party,EL PASO,Brenda Krause,3825,
State Representative,15,Republican Party,EL PASO,Dave Williams,8000,
State Representative,16,Democratic Party,EL PASO,Andrew Smith,4652,
State Representative,16,Republican Party,EL PASO,Larry G. Liston,8357,
State Representative,17,Democratic Party,EL PASO,"Thomas ""Tony"" Exum Sr.",3618,
State Representative,17,Republican Party,EL PASO,Kit Roupe,3565,
State Representative,18,Democratic Party,EL PASO,Marc A. Snyder,5279,
State Representative,18,Democratic Party,EL PASO,Terry Martinez,4312,
State Representative,18,Republican Party,EL PASO,Jillian Likness,5938,
State Representative,19,Democratic Party,EL PASO,Asia M. Zanders,4292,
State Representative,19,Republican Party,EL PASO,Tim Geitner,15970,
State Representative,20,Democratic Party,EL PASO,Kent Edward Jarnig,5434,
State Representative,20,Republican Party,EL PASO,Terri Carver,10177,
State Representative,21,Democratic Party,EL PASO,Liz Rosenbaum,3023,
State Representative,21,Republican Party,EL PASO,Lois Landgraf,3999,
State Representative,21,Republican Party,EL PASO,Raymond Garcia,2104,
State Representative,22,Democratic Party,JEFFERSON,Todd Kastetter,7458,
State Representative,22,Republican Party,JEFFERSON,Frank Francone,4916,
State Representative,22,Republican Party,JEFFERSON,Colin Larson,5055,
State Representative,23,Democratic Party,JEFFERSON,Chris Kennedy,9539,
State Representative,23,Republican Party,JEFFERSON,Joan Poston,5509,
State Representative,24,Democratic Party,JEFFERSON,Kris Teegardin,5520,
State Representative,24,Democratic Party,JEFFERSON,Monica Duran,6636,
State Representative,24,Republican Party,JEFFERSON,Arthur Erwin,5656,
State Representative,25,Democratic Party,JEFFERSON,Lisa A. Cutter,9652,
State Representative,25,Republican Party,JEFFERSON,Tim Leonard,7936,
State Representative,26,Democratic Party,EAGLE,Dylan Roberts,3961,
State Representative,26,Democratic Party,ROUTT,Dylan Roberts,2544,
State Representative,26,Republican Party,EAGLE,Nicki Mills,1908,
State Representative,26,Republican Party,ROUTT,Nicki Mills,1416,
State Representative,27,Democratic Party,JEFFERSON,Brianna Titone,9893,
State Representative,27,Republican Party,JEFFERSON,Lang Sias,8547,
State Representative,28,Democratic Party,JEFFERSON,Shakti,3500,
State Representative,28,Democratic Party,JEFFERSON,Kerry Tipper,6829,
State Representative,28,Republican Party,JEFFERSON,Kristina Joy Alley,5242,
State Representative,29,Democratic Party,JEFFERSON,Tracy Kraft-Tharp,8345,
State Representative,29,Republican Party,JEFFERSON,Grady Nouis,5258,
State Representative,30,Democratic Party,ADAMS,Dafna Michaelson Jenet,5211,
State Representative,30,Republican Party,ADAMS,Susan Kochevar,3369,
State Representative,31,Democratic Party,ADAMS,Yadira Caraveo,6049,
State Representative,31,Republican Party,ADAMS,Rico Figueroa,3840,
State Representative,32,Democratic Party,ADAMS,Adrienne Benavidez,5049,
State Representative,32,Republican Party,ADAMS,Kim Bishop,2067,
State Representative,33,Democratic Party,BOULDER,Matt Gray,3116,
State Representative,33,Democratic Party,BROOMFIELD,Matt Gray,8749,
State Representative,33,Republican Party,BOULDER,Eric Rutherford,1161,
State Representative,33,Republican Party,BROOMFIELD,Eric Rutherford,5161,
State Representative,34,Democratic Party,ADAMS,Kyle Mullica,3614,
State Representative,34,Democratic Party,ADAMS,Jacque Phillips,3010,
State Representative,34,Republican Party,ADAMS,"Alexander ""Skinny"" Winkler",3383,
State Representative,35,Democratic Party,ADAMS,Shannon Bird,8042,
State Representative,35,Republican Party,ADAMS,Bruce Baker,4585,
State Representative,36,Democratic Party,ARAPAHOE,Mike Weissman,6248,
State Representative,36,Republican Party,ARAPAHOE,Richard J. Bowman,4104,
State Representative,37,Democratic Party,ARAPAHOE,Tom Sullivan,7624,
State Representative,37,Republican Party,ARAPAHOE,Cole Wist,6729,
State Representative,38,Democratic Party,ARAPAHOE,Chris Kolker,10109,
State Representative,38,Republican Party,ARAPAHOE,Susan Beckman,9564,
State Representative,39,Democratic Party,DOUGLAS,Kamala Vanderkolk,4128,
State Representative,39,Democratic Party,TELLER,Kamala Vanderkolk,1473,
State Representative,39,Republican Party,DOUGLAS,Mark Baisley,6496,
State Representative,39,Republican Party,TELLER,Mark Baisley,3583,
State Representative,40,Democratic Party,ARAPAHOE,Janet Buckner,7031,
State Representative,40,Republican Party,ARAPAHOE,Richard Allen Bassett,4641,
State Representative,41,Democratic Party,ARAPAHOE,Jovan Melton,8090,
State Representative,41,Republican Party,ARAPAHOE,Dahlia Jean Weinstein,4320,
State Representative,42,Democratic Party,ARAPAHOE,Dominique Jackson,4984,
State Representative,42,Republican Party,ARAPAHOE,Mike Donald,2039,
State Representative,43,Democratic Party,DOUGLAS,Barrett Rothe,6815,
State Representative,43,Republican Party,DOUGLAS,Kevin Van Winkle,6644,
State Representative,44,Democratic Party,DOUGLAS,Simone Aiken,5850,
State Representative,44,Republican Party,DOUGLAS,Kim Ransom,7138,
State Representative,45,Democratic Party,DOUGLAS,Danielle Kombo,4141,
State Representative,45,Democratic Party,DOUGLAS,Michael Hupp,2344,
State Representative,45,Republican Party,DOUGLAS,Patrick Neville,8454,
State Representative,46,Democratic Party,PUEBLO,Daneya Esgar,9343,
State Representative,46,Republican Party,PUEBLO,Jonathan Ambler,291,
State Representative,47,Democratic Party,FREMONT,Bri Buentello,318,
State Representative,47,Democratic Party,OTERO,Bri Buentello,1375,
State Representative,47,Democratic Party,PUEBLO,Bri Buentello,4879,
State Representative,47,Republican Party,FREMONT,Don Bendell,810,
State Representative,47,Republican Party,OTERO,Don Bendell,1066,
State Representative,47,Republican Party,PUEBLO,Don Bendell,2476,
State Representative,47,Republican Party,FREMONT,Judy Rydberg Reyher,462,
State Representative,47,Republican Party,OTERO,Judy Rydberg Reyher,1311,
State Representative,47,Republican Party,PUEBLO,Judy Rydberg Reyher,1591,
State Representative,48,Democratic Party,WELD,Gbenga Ajiboye,4721,
State Representative,48,Republican Party,WELD,Stephen Alan Humphrey,9075,
State Representative,49,Democratic Party,LARIMER,Conor Duffy,7186,
State Representative,49,Democratic Party,WELD,Conor Duffy,1329,
State Representative,49,Republican Party,LARIMER,Perry L. Buck,8826,
State Representative,49,Republican Party,WELD,Perry L. Buck,2397,
State Representative,50,Democratic Party,WELD,Rochelle Galindo,2456,
State Representative,50,Democratic Party,WELD,Jim Riesberg,1749,
State Representative,50,Republican Party,WELD,Michael A. Thuener,3293,
State Representative,51,Democratic Party,LARIMER,Joan Shaffer,7734,
State Representative,51,Republican Party,LARIMER,Hugh McKean,8954,
State Representative,52,Democratic Party,LARIMER,Joann Ginal,11684,
State Representative,52,Republican Party,LARIMER,Donna Walter,5497,
State Representative,53,Democratic Party,LARIMER,Jeni Arndt,9291,
State Representative,54,Democratic Party,DELTA,Erin Shipp,500,
State Representative,54,Democratic Party,MESA,Erin Shipp,3368,
State Representative,54,Republican Party,DELTA,Matt Soper,1329,
State Representative,54,Republican Party,MESA,Matt Soper,7960,
State Representative,55,Democratic Party,MESA,Tanya Travis,5466,
State Representative,55,Republican Party,MESA,Janice Rich,9416,
State Representative,56,Democratic Party,ADAMS,Dave Rose,3762,
State Representative,56,Democratic Party,ARAPAHOE,Dave Rose,2824,
State Representative,56,Republican Party,ADAMS,Phil Covarrubias,2089,
State Representative,56,Republican Party,ARAPAHOE,Phil Covarrubias,1437,
State Representative,56,Republican Party,ADAMS,Rod Bockenfeld,3204,
State Representative,56,Republican Party,ARAPAHOE,Rod Bockenfeld,2528,
State Representative,57,Democratic Party,GARFIELD,Colin Wilhelm,3770,
State Representative,57,Democratic Party,MOFFAT,Colin Wilhelm,319,
State Representative,57,Democratic Party,RIO BLANCO,Colin Wilhelm,137,
State Representative,57,Republican Party,GARFIELD,Bob Rankin,3971,
State Representative,57,Republican Party,MOFFAT,Bob Rankin,2214,
State Representative,57,Republican Party,RIO BLANCO,Bob Rankin,1107,
State Representative,58,Democratic Party,DOLORES,Seth Cagin,113,
State Representative,58,Democratic Party,MONTEZUMA,Seth Cagin,1642,
State Representative,58,Democratic Party,MONTROSE,Seth Cagin,2130,
State Representative,58,Democratic Party,SAN MIGUEL,Seth Cagin,1154,
State Representative,58,Republican Party,DOLORES,Marc Catlin,448,
State Representative,58,Republican Party,MONTEZUMA,Marc Catlin,2422,
State Representative,58,Republican Party,MONTROSE,Marc Catlin,6025,
State Representative,58,Republican Party,SAN MIGUEL,Marc Catlin,246,
State Representative,59,Democratic Party,ARCHULETA,Barbara McLachlan,942,
State Representative,59,Democratic Party,GUNNISON,Barbara McLachlan,692,
State Representative,59,Democratic Party,HINSDALE,Barbara McLachlan,51,
State Representative,59,Democratic Party,LA PLATA,Barbara McLachlan,5571,
State Representative,59,Democratic Party,OURAY,Barbara McLachlan,713,
State Representative,59,Democratic Party,SAN JUAN,Barbara McLachlan,90,
State Representative,60,Democratic Party,CHAFFEE,Erin Kelley,2257,
State Representative,60,Democratic Party,CUSTER,Erin Kelley,345,
State Representative,60,Democratic Party,FREMONT,Erin Kelley,2170,
State Representative,60,Democratic Party,PARK,Erin Kelley,1201,
State Representative,60,Republican Party,CHAFFEE,"James D. ""Jim"" Wilson",2240,
State Representative,60,Republican Party,CUSTER,"James D. ""Jim"" Wilson",1069,
State Representative,60,Republican Party,FREMONT,"James D. ""Jim"" Wilson",5538,
State Representative,60,Republican Party,PARK,"James D. ""Jim"" Wilson",2797,
State Representative,61,Democratic Party,DELTA,Julie McCluskie,1429,
State Representative,61,Democratic Party,GUNNISON,Julie McCluskie,853,
State Representative,61,Democratic Party,LAKE,Julie McCluskie,663,
State Representative,61,Democratic Party,PITKIN,Julie McCluskie,2138,
State Representative,61,Democratic Party,SUMMIT,Julie McCluskie,3125,
State Representative,61,Republican Party,DELTA,Mike Mason,2586,
State Representative,61,Republican Party,GUNNISON,Mike Mason,394,
State Representative,61,Republican Party,LAKE,Mike Mason,243,
State Representative,61,Republican Party,PITKIN,Mike Mason,530,
State Representative,61,Republican Party,SUMMIT,Mike Mason,1257,
State Representative,62,Democratic Party,ALAMOSA,Don Valdez,1312,
State Representative,62,Democratic Party,CONEJOS,Don Valdez,1037,
State Representative,62,Democratic Party,COSTILLA,Don Valdez,1044,
State Representative,62,Democratic Party,HUERFANO,Don Valdez,1032,
State Representative,62,Democratic Party,MINERAL,Don Valdez,172,
State Representative,62,Democratic Party,PUEBLO,Don Valdez,2429,
State Representative,62,Democratic Party,RIO GRANDE,Don Valdez,812,
State Representative,62,Democratic Party,SAGUACHE,Don Valdez,629,
State Representative,63,Democratic Party,WELD,Brandon D. Bobian,5136,
State Representative,63,Republican Party,WELD,Lori A. Saine,7625,
State Representative,64,Democratic Party,BACA,Teri Nilson Baird,190,
State Representative,64,Democratic Party,BENT,Teri Nilson Baird,326,
State Representative,64,Democratic Party,CROWLEY,Teri Nilson Baird,189,
State Representative,64,Democratic Party,ELBERT,Teri Nilson Baird,1194,
State Representative,64,Democratic Party,KIOWA,Teri Nilson Baird,54,
State Representative,64,Democratic Party,LAS ANIMAS,Teri Nilson Baird,1652,
State Representative,64,Democratic Party,LINCOLN,Teri Nilson Baird,149,
State Representative,64,Democratic Party,PROWERS,Teri Nilson Baird,473,
State Representative,64,Democratic Party,WASHINGTON,Teri Nilson Baird,106,
State Representative,64,Republican Party,BACA,Kimmi Lewis,1051,
State Representative,64,Republican Party,BENT,Kimmi Lewis,498,
State Representative,64,Republican Party,CROWLEY,Kimmi Lewis,567,
State Representative,64,Republican Party,ELBERT,Kimmi Lewis,5245,
State Representative,64,Republican Party,KIOWA,Kimmi Lewis,346,
State Representative,64,Republican Party,LAS ANIMAS,Kimmi Lewis,1132,
State Representative,64,Republican Party,LINCOLN,Kimmi Lewis,840,
State Representative,64,Republican Party,PROWERS,Kimmi Lewis,1513,
State Representative,64,Republican Party,WASHINGTON,Kimmi Lewis,1304,
State Representative,65,Democratic Party,CHEYENNE,Bethleen McCall,50,
State Representative,65,Democratic Party,KIT CARSON,Bethleen McCall,208,
State Representative,65,Democratic Party,LOGAN,Bethleen McCall,809,
State Representative,65,Democratic Party,MORGAN,Bethleen McCall,1121,
State Representative,65,Democratic Party,PHILLIPS,Bethleen McCall,146,
State Representative,65,Democratic Party,SEDGWICK,Bethleen McCall,114,
State Representative,65,Democratic Party,YUMA,Bethleen McCall,364,
State Representative,65,Republican Party,CHEYENNE,Rod Pelton,525,
State Representative,65,Republican Party,KIT CARSON,Rod Pelton,1113,
State Representative,65,Republican Party,LOGAN,Rod Pelton,3508,
State Representative,65,Republican Party,MORGAN,Rod Pelton,3000,
State Representative,65,Republican Party,PHILLIPS,Rod Pelton,903,
State Representative,65,Republican Party,SEDGWICK,Rod Pelton,380,
State Representative,65,Republican Party,YUMA,Rod Pelton,2026,
District Attorney - District 20,,Democratic Party,BOULDER,Mike Foote,23669,
District Attorney - District 20,,Democratic Party,BOULDER,Michael Dougherty,35305,
